data_total_n,analysis_n_listwise,listwise_drop_pct,export_rate_iso0,export_rate_iso1,export_rate_iso0_pct,export_rate_iso1_pct,sales_mean_iso0,sales_mean_iso1,sales_mean_ratio_iso1_iso0,emp_mean_iso0,emp_mean_iso1,emp_mean_ratio_iso1_iso0,nn_pairs,nn_matched_n,logit_nn_or,logit_nn_ame,logit_nn_p,kernel_bw,logit_kernel_or,logit_kernel_p,probit_nn_ame,probit_nn_p,logit_nn_k30_or,logit_nn_k30_ame,logit_nn_k30_p,ols_intensity_coef,ols_intensity_p,ols_intensity_n,ols_intensity_full_coef,ols_intensity_full_p,ols_intensity_full_n
4608,4219,8.441840277777779,0.17223880597014926,0.4660529344073648,17.223880597014926,46.60529344073648,7248786821.705074,31863347083.302647,4.395679976116015,66.25940298507463,290.84234752589185,4.389450167418593,725,1450,2.476044034974231,0.16603460817861698,6.650536436186008e-13,0.06,2.350843654183369,1.8571915754379952e-10,0.1692622770868068,1.7067652095835516e-13,2.4820846127575664,0.16667436475950786,6.714013193983137e-13,6.067056679250634,0.04276876282369002,465,4.493561452232336,0.07429020417898377,982
